date,track_id,track,race,distance_m,saddlecloth,place,margin_m,position_800m_m,wide_800m,position_400m_m,wide_400m,time,own_third_quarter_sec,own_fourth_quarter_sec,gain_loss_q2_q3_m,gain_loss_q3_finish_m
2024-02-08,H:bendigo,Bendigo,10,2150,1,4,19.4,21.2,1,12.6,1,2:45.94,29.47,30.1,8.6,-6.8
2024-02-08,H:bendigo,Bendigo,10,2150,2,8,58.9,11.2,0,15.0,0,2:48.89,30.41,32.83,-3.8,-43.9
2024-02-08,H:bendigo,Bendigo,10,2150,3,9,81.5,25.0,1,33.4,1,2:50.56,30.75,33.14,-8.4,-48.1
2024-02-08,H:bendigo,Bendigo,10,2150,4,10,83.3,17.0,1,28.2,1,2:50.70,30.97,33.65,-11.2,-55.1
2024-02-08,H:bendigo,Bendigo,10,2150,5,1,0.0,4.4,0,4.2,0,2:44.49,30.08,29.29,0.2,4.2
2024-02-08,H:bendigo,Bendigo,10,2150,6,11,84.3,11.0,1,22.0,2,2:50.78,30.96,34.18,-11.0,-62.3
2024-02-08,H:bendigo,Bendigo,10,2150,8,2,2.2,16.4,0,18.6,1,2:44.66,30.25,28.39,-2.2,16.4
2024-02-08,H:bendigo,Bendigo,10,2150,9,3,8.6,0.0,0,0.0,0,2:45.14,30.11,30.23,0.0,-8.6
2024-02-08,H:bendigo,Bendigo,10,2150,10,5,20.7,4.0,1,2.4,1,2:46.04,29.99,30.95,1.6,-18.3
2024-02-08,H:bendigo,Bendigo,10,2150,11,7,38.0,22.2,0,24.2,0,2:47.33,30.26,30.62,-2.0,-13.8
2024-02-08,H:bendigo,Bendigo,10,2150,12,6,32.3,31.2,0,29.8,0,2:46.90,30.0,29.78,1.4,-2.5
2024-02-09,H:melton,Melton,1,1720,1,5,15.0,4.6,0,5.4,0,2:05.04,29.67,29.38,-0.8,-9.6
2024-02-09,H:melton,Melton,1,1720,2,3,9.7,0.0,0,0.0,0,2:04.64,29.61,29.39,0.0,-9.7
2024-02-09,H:melton,Melton,1,1720,3,7,19.0,9.8,1,11.6,1,2:05.34,29.74,29.23,-1.8,-7.4
2024-02-09,H:melton,Melton,1,1720,4,2,0.2,6.0,1,6.6,2,2:03.95,29.64,28.24,-0.6,6.4
2024-02-09,H:melton,Melton,1,1720,5,6,17.9,23.2,1,20.2,2,2:05.26,29.38,28.54,3.0,2.3
2024-02-09,H:melton,Melton,1,1720,6,1,0.0,19.4,1,15.6,2,2:03.92,29.31,27.59,3.8,15.6
2024-02-09,H:melton,Melton,1,1720,9,8,20.0,15.2,1,11.6,2,2:05.41,29.35,29.3,3.6,-8.4
2024-02-09,H:melton,Melton,1,1720,10,4,10.6,8.6,0,9.4,0,2:04.71,29.66,28.79,-0.8,-1.2
2024-02-09,H:melton,Melton,1,1720,11,9,25.6,2.4,1,3.2,1,2:05.83,29.68,30.3,-0.8,-22.4
2024-02-09,H:melton,Melton,2,2240,2,5,32.6,4.2,0,4.6,0,2:53.32,31.1,30.91,-0.4,-28.0
2024-02-09,H:melton,Melton,2,2240,3,8,34.4,6.0,1,6.4,1,2:53.45,31.1,30.91,-0.4,-28.0
2024-02-09,H:melton,Melton,2,2240,4,7,34.1,1.6,1,2.4,1,2:53.43,31.14,31.18,-0.8,-31.7
2024-02-09,H:melton,Melton,2,2240,5,4,29.5,0.0,0,0.0,0,2:53.09,31.08,31.02,0.0,-29.5
2024-02-09,H:melton,Melton,2,2240,6,2,18.5,14.6,1,10.0,2,2:52.26,30.68,29.51,4.6,-8.5
2024-02-09,H:melton,Melton,2,2240,7,3,28.8,9.0,0,9.6,0,2:53.04,31.09,30.28,-0.6,-19.2
2024-02-09,H:melton,Melton,2,2240,8,1,0.0,10.6,1,3.2,2,2:50.89,30.44,28.67,7.4,3.2
2024-02-09,H:melton,Melton,2,2240,9,6,33.6,14.4,0,11.2,1,2:53.39,30.82,30.51,3.2,-22.4
2024-02-09,H:melton,Melton,3,2240,1,8,103.9,16.4,1,35.2,1,2:55.74,30.86,34.89,-18.8,-68.7
2024-02-09,H:melton,Melton,3,2240,2,6,29.7,15.0,0,25.6,0,2:50.20,30.28,30.1,-10.6,-4.1
2024-02-09,H:melton,Melton,3,2240,3,5,25.6,8.6,0,12.2,0,2:49.90,29.76,30.79,-3.6,-13.4
2024-02-09,H:melton,Melton,3,2240,4,4,21.9,4.4,0,7.6,0,2:49.62,29.73,30.86,-3.2,-14.3
2024-02-09,H:melton,Melton,3,2240,5,2,1.1,0.0,0,0.0,0,2:48.07,29.5,29.88,0.0,-1.1
2024-02-09,H:melton,Melton,3,2240,6,3,1.8,3.6,1,4.4,1,2:48.12,29.56,29.61,-0.8,2.6
2024-02-09,H:melton,Melton,3,2240,8,7,34.8,19.4,0,29.0,1,2:50.57,30.21,30.23,-9.6,-5.8
2024-02-09,H:melton,Melton,3,2240,9,1,0.0,8.4,1,10.0,1,2:47.99,29.62,29.06,-1.6,10.0
2024-02-09,H:melton,Melton,4,2240,1,8,106.7,28.2,0,55.0,0,2:57.71,32.74,34.76,-26.8,-51.7
2024-02-09,H:melton,Melton,4,2240,2,10,134.5,90.0,0,110.0,0,2:59.78,32.23,32.68,-20.0,-24.5
2024-02-09,H:melton,Melton,4,2240,3,3,24.3,5.6,0,12.6,1,2:51.56,31.23,31.7,-7.0,-11.7
2024-02-09,H:melton,Melton,4,2240,4,6,34.7,4.6,1,8.6,1,2:52.34,31.0,32.8,-4.0,-26.1
2024-02-09,H:melton,Melton,4,2240,5,9,124.5,12.6,0,29.6,1,2:59.04,31.99,38.07,-17.0,-94.9
2024-02-09,H:melton,Melton,4,2240,6,4,33.1,1.2,0,9.0,0,2:52.22,31.29,32.65,-7.8,-24.1
2024-02-09,H:melton,Melton,4,2240,7,2,15.8,9.4,1,10.4,2,2:50.93,30.78,31.21,-1.0,-5.4
2024-02-09,H:melton,Melton,4,2240,8,5,33.4,24.2,1,17.8,3,2:52.24,30.21,31.99,6.4,-15.6
2024-02-09,H:melton,Melton,4,2240,9,1,0.0,0.0,1,0.0,0,2:49.76,30.7,30.8,0.0,0.0
2024-02-09,H:melton,Melton,4,2240,10,7,37.8,20.0,1,16.4,2,2:52.56,30.42,32.44,3.6,-21.4
2024-02-09,H:melton,Melton,5,2240,1,6,8.0,3.8,0,4.0,0,2:46.72,27.92,27.77,-0.2,-4.0
2024-02-09,H:melton,Melton,5,2240,2,3,4.5,0.0,0,0.0,0,2:46.46,27.9,27.81,0.0,-4.5
2024-02-09,H:melton,Melton,5,2240,4,4,6.9,10.2,1,9.6,1,2:46.63,27.86,27.32,0.6,2.7
2024-02-09,H:melton,Melton,5,2240,5,1,0.0,6.2,1,5.0,1,2:46.12,27.81,27.16,1.2,5.0
2024-02-09,H:melton,Melton,5,2240,6,2,2.7,2.2,1,0.8,1,2:46.32,27.8,27.63,1.4,-1.9
2024-02-09,H:melton,Melton,5,2240,7,10,13.8,16.0,0,14.2,1,2:47.15,27.78,27.47,1.8,0.4
2024-02-09,H:melton,Melton,5,2240,8,7,8.9,8.0,0,9.4,0,2:46.78,28.0,27.47,-1.4,0.5
2024-02-09,H:melton,Melton,5,2240,9,8,10.8,10.4,2,2.8,2,2:46.93,27.38,28.05,7.6,-8.0
2024-02-09,H:melton,Melton,5,2240,10,5,7.1,15.2,2,6.4,3,2:46.65,27.29,27.55,8.8,-0.7
2024-02-09,H:melton,Melton,5,2240,11,11,14.6,20.2,1,11.2,3,2:47.21,27.28,27.73,-3.4,
2024-02-09,H:melton,Melton,5,2240,12,9,12.5,12.0,0,13.6,0,2:47.05,28.01,27.42,-1.6,1.1
2024-02-09,H:melton,Melton,5,2240,13,12,17.3,24.8,1,14.6,4,2:47.41,27.2,27.68,10.2,-2.7
2024-02-09,H:melton,Melton,6,1720,1,9,28.4,8.2,0,10.2,0,2:05.63,28.66,28.64,-2.0,-18.2
2024-02-09,H:melton,Melton,6,1720,2,7,23.7,10.8,1,13.0,2,2:05.28,28.67,28.13,-2.2,-10.7
2024-02-09,H:melton,Melton,6,1720,3,3,18.7,5.8,1,8.8,1,2:04.91,28.72,28.07,-3.0,-9.9
2024-02-09,H:melton,Melton,6,1720,4,2,6.7,4.0,0,4.2,0,2:04.01,28.52,27.57,-0.2,-2.5
2024-02-09,H:melton,Melton,6,1720,5,6,22.6,19.0,1,21.2,2,2:05.20,28.65,27.5,-2.2,-1.4
2024-02-09,H:melton,Melton,6,1720,6,8,25.9,17.0,0,18.8,0,2:05.45,28.63,27.88,-1.8,-7.1
2024-02-09,H:melton,Melton,6,1720,8,5,20.0,12.6,0,14.6,0,2:05.01,28.65,27.77,-2.0,-5.4
2024-02-09,H:melton,Melton,6,1720,9,10,120.7,90.0,0,100.0,0,2:12.52,29.22,28.81,-10.0,-20.7
2024-02-09,H:melton,Melton,6,1720,10,1,0.0,0.0,0,0.0,0,2:03.52,28.5,27.4,0.0,0.0
2024-02-09,H:melton,Melton,6,1720,11,4,19.4,15.2,1,17.2,2,2:04.96,28.64,27.55,-2.0,-2.2
2024-02-09,H:melton,Melton,7,2240,1,8,16.9,4.0,0,5.6,0,2:47.18,29.42,29.92,-1.6,-11.3
2024-02-09,H:melton,Melton,7,2240,2,1,0.0,0.0,0,0.0,0,2:45.92,29.3,29.1,0.0,0.0
2024-02-09,H:melton,Melton,7,2240,3,9,18.2,11.8,1,7.2,2,2:47.28,28.97,29.9,4.6,-11.0
2024-02-09,H:melton,Melton,7,2240,4,10,18.9,23.6,2,18.8,2,2:47.33,28.95,29.11,4.8,-0.1
2024-02-09,H:melton,Melton,7,2240,5,12,24.4,7.4,1,6.8,1,2:47.74,29.26,30.37,0.6,-17.6
2024-02-09,H:melton,Melton,7,2240,6,11,21.2,22.8,3,19.0,3,2:47.51,29.02,29.26,-2.2,
2024-02-09,H:melton,Melton,7,2240,7,7,15.6,28.0,1,18.2,1,2:47.09,28.59,28.91,9.8,2.6
2024-02-09,H:melton,Melton,7,2240,8,5,3.4,8.4,0,11.4,2,2:46.18,29.52,28.52,-3.0,8.0
2024-02-09,H:melton,Melton,7,2240,9,4,1.3,3.2,1,0.8,1,2:46.02,29.13,29.14,2.4,-0.5
2024-02-09,H:melton,Melton,7,2240,10,2,0.4,16.0,1,9.6,3,2:45.95,28.83,28.43,6.4,9.2
2024-02-09,H:melton,Melton,7,2240,11,3,0.5,20.0,1,13.6,3,2:45.98,28.83,28.15,6.4,13.1
2024-02-09,H:melton,Melton,7,2240,12,6,4.1,24.0,1,10.4,0,2:46.23,28.31,28.64,13.6,6.3
2024-02-09,H:melton,Melton,8,1720,1,3,9.6,4.6,0,5.2,0,2:08.17,30.05,29.92,-0.6,-4.4
2024-02-09,H:melton,Melton,8,1720,2,8,22.9,8.2,1,10.6,1,2:09.16,30.18,30.51,-2.4,-12.3
2024-02-09,H:melton,Melton,8,1720,3,1,0.0,0.0,0,0.0,0,2:07.45,30.0,29.6,0.0,0.0
2024-02-09,H:melton,Melton,8,1720,4,6,16.4,9.0,0,10.0,0,2:08.68,30.08,30.07,-1.0,-6.4
2024-02-09,H:melton,Melton,8,1720,5,4,10.6,12.6,1,4.8,2,2:08.24,29.43,30.03,7.8,-5.8
2024-02-09,H:melton,Melton,8,1720,6,7,19.3,20.4,0,16.8,0,2:08.89,29.73,29.78,3.6,-2.5
2024-02-09,H:melton,Melton,8,1720,8,2,2.8,17.0,1,9.4,2,2:07.66,29.43,29.11,7.6,6.6
2024-02-09,H:melton,Melton,8,1720,9,5,13.2,3.4,1,4.6,1,2:08.43,30.09,30.23,-1.2,-8.6
2024-02-09,H:melton,Melton,8,1720,10,10,27.3,20.8,1,17.6,2,2:09.48,29.77,30.31,3.2,-9.7
2024-02-09,H:melton,Melton,8,1720,11,9,23.8,24.6,1,18.6,1,2:09.23,29.56,29.98,6.0,-5.2
2024-02-09,H:melton,Melton,9,2240,1,3,10.3,10.0,0,10.2,0,2:46.00,30.01,29.61,-0.2,-0.1
2024-02-09,H:melton,Melton,9,2240,2,1,0.0,5.0,0,4.8,0,2:45.23,29.98,29.25,0.2,4.8
2024-02-09,H:melton,Melton,9,2240,4,2,0.1,0.0,0,0.0,0,2:45.24,30.0,29.61,0.0,-0.1
2024-02-09,H:melton,Melton,9,2240,5,8,32.5,23.2,0,21.6,0,2:47.65,29.89,30.4,1.6,-10.9
2024-02-09,H:melton,Melton,9,2240,6,11,155.3,18.2,1,60.0,0,2:56.81,33.14,36.61,,
2024-02-09,H:melton,Melton,9,2240,7,7,25.9,18.6,0,14.6,2,2:47.16,29.71,30.43,4.0,-11.3
2024-02-09,H:melton,Melton,9,2240,8,4,12.2,14.6,0,12.6,1,2:46.14,29.85,29.57,2.0,0.4
2024-02-09,H:melton,Melton,9,2240,9,6,22.9,17.6,2,10.4,2,2:46.93,29.47,30.52,7.2,-12.5
2024-02-09,H:melton,Melton,9,2240,10,9,39.9,22.8,2,10.4,3,2:48.20,29.1,31.77,12.4,-29.5
2024-02-09,H:melton,Melton,9,2240,11,10,40.8,28.6,1,18.0,3,2:48.27,29.23,31.28,10.6,-22.8
2024-02-09,H:melton,Melton,9,2240,12,5,20.1,12.4,1,7.6,1,2:46.73,29.65,30.52,4.8,-12.5
2024-02-09,H:melton,Melton,10,2240,1,7,15.2,7.8,0,8.2,0,2:48.95,29.53,29.4,-0.4,-7.0
2024-02-09,H:melton,Melton,10,2240,2,5,9.1,3.8,0,4.0,0,2:48.51,29.52,29.27,-0.2,-5.1
2024-02-09,H:melton,Melton,10,2240,3,6,10.4,0.0,0,0.0,0,2:48.60,29.51,29.65,0.0,-10.4
2024-02-09,H:melton,Melton,10,2240,4,10,18.0,11.6,0,12.4,0,2:49.16,29.56,29.3,-0.8,-5.6
2024-02-09,H:melton,Melton,10,2240,5,9,17.5,4.6,1,4.8,1,2:49.13,29.52,29.81,-0.2,-12.7
2024-02-09,H:melton,Melton,10,2240,6,3,1.5,16.6,1,7.2,2,2:47.94,28.81,28.49,9.4,5.7
2024-02-09,H:melton,Melton,10,2240,8,4,5.8,16.8,0,12.8,2,2:48.26,29.2,28.4,4.0,7.0
2024-02-09,H:melton,Melton,10,2240,9,8,16.4,0.4,1,0.0,1,2:49.05,29.48,30.08,0.4,-16.4
2024-02-09,H:melton,Melton,10,2240,10,2,0.8,8.6,1,2.8,2,2:47.89,29.08,28.76,5.8,2.0
2024-02-09,H:melton,Melton,10,2240,11,1,0.0,12.6,1,8.8,1,2:47.82,29.22,28.27,3.8,8.8
2024-02-10,H:cranbourne,Cranbourne,1,1609,1,6,20.1,4.4,0,7.8,0,1:56.30,28.13,28.86,-3.4,-12.3
2024-02-10,H:cranbourne,Cranbourne,1,1609,2,1,0.0,0.0,0,0.0,0,1:54.80,27.9,28.0,0.0,0.0
2024-02-10,H:cranbourne,Cranbourne,1,1609,3,4,18.1,13.0,1,13.4,2,1:56.16,27.93,28.33,-0.4,-4.7
2024-02-10,H:cranbourne,Cranbourne,1,1609,4,8,26.5,9.0,1,9.0,1,1:56.79,27.9,29.22,0.0,-17.5
2024-02-10,H:cranbourne,Cranbourne,1,1609,5,9,78.0,21.6,1,21.6,2,2:00.62,27.89,31.93,0.0,-56.4
2024-02-10,H:cranbourne,Cranbourne,1,1609,6,3,16.7,13.6,0,14.2,1,1:56.06,27.94,28.17,-0.6,-2.5
2024-02-10,H:cranbourne,Cranbourne,1,1609,7,2,0.2,4.8,1,3.2,1,1:54.83,27.79,27.79,1.6,3.0
2024-02-10,H:cranbourne,Cranbourne,1,1609,8,5,19.6,8.4,0,12.0,0,1:56.27,28.15,28.53,-3.6,-7.6
2024-02-10,H:cranbourne,Cranbourne,1,1609,9,7,23.5,17.2,1,17.4,2,1:56.56,27.91,28.42,-0.2,-6.1
2024-02-10,H:cranbourne,Cranbourne,2,2080,1,3,17.9,5.6,0,8.8,0,2:41.72,28.71,31.39,-3.2,-9.1
2024-02-10,H:cranbourne,Cranbourne,2,2080,2,5,28.5,10.2,0,14.0,0,2:42.52,28.74,31.81,-3.8,-14.5
2024-02-10,H:cranbourne,Cranbourne,2,2080,3,6,33.7,8.8,1,9.0,1,2:42.90,28.45,32.59,-0.2,-24.7
2024-02-10,H:cranbourne,Cranbourne,2,2080,4,4,21.0,19.8,0,20.8,0,2:41.95,28.57,30.72,-1.0,-0.2
2024-02-10,H:cranbourne,Cranbourne,2,2080,5,7,36.8,14.8,0,18.6,1,2:43.14,28.73,32.09,-3.8,-18.2
2024-02-10,H:cranbourne,Cranbourne,2,2080,6,1,0.0,0.0,0,0.0,0,2:40.39,28.5,30.7,0.0,0.0
2024-02-10,H:cranbourne,Cranbourne,2,2080,7,2,7.9,13.4,1,13.4,1,2:40.98,28.52,30.28,0.0,5.5
2024-02-10,H:cranbourne,Cranbourne,2,2080,8,8,59.6,4.4,1,2.2,1,2:44.83,28.18,35.08,2.2,-57.4
2024-02-10,H:cranbourne,Cranbourne,3,2080,1,3,3.6,0.0,0,0.0,0,2:39.33,29.2,28.96,0.0,-3.6
2024-02-10,H:cranbourne,Cranbourne,3,2080,2,2,1.2,4.6,0,5.8,0,2:39.14,29.28,28.37,-1.2,4.6
2024-02-10,H:cranbourne,Cranbourne,3,2080,3,6,82.3,8.4,0,10.6,0,2:45.20,29.4,33.82,-2.2,-71.7
2024-02-10,H:cranbourne,Cranbourne,3,2080,4,5,36.5,10.2,1,9.4,1,2:41.78,29.16,30.63,0.8,-27.1
2024-02-10,H:cranbourne,Cranbourne,3,2080,6,1,0.0,6.4,1,4.6,1,2:39.06,29.07,28.37,1.8,4.6
2024-02-10,H:cranbourne,Cranbourne,3,2080,7,4,35.0,13.2,0,14.0,1,2:41.67,29.27,30.2,-0.8,-21.0
2024-02-10,H:cranbourne,Cranbourne,4,1609,1,1,0.0,0.0,0,0.0,0,1:59.10,29.2,30.1,0.0,0.0
2024-02-10,H:cranbourne,Cranbourne,4,1609,2,5,17.4,4.0,0,4.6,0,2:00.41,29.23,31.06,-0.6,-12.8
2024-02-10,H:cranbourne,Cranbourne,4,1609,3,7,26.4,2.2,1,3.6,1,2:01.09,29.28,31.81,-1.4,-22.8
2024-02-10,H:cranbourne,Cranbourne,4,1609,4,3,6.9,14.8,1,15.2,2,1:59.64,29.24,29.48,-0.4,8.3
2024-02-10,H:cranbourne,Cranbourne,4,1609,6,4,7.9,10.2,1,10.8,2,1:59.70,29.25,29.88,-0.6,2.9
2024-02-10,H:cranbourne,Cranbourne,4,1609,7,6,20.4,14.0,0,9.6,0,2:00.64,28.86,30.91,4.4,-10.8
2024-02-10,H:cranbourne,Cranbourne,4,1609,8,2,6.2,6.4,1,6.8,2,1:59.57,29.23,30.06,-0.4,0.6
2024-02-10,H:cranbourne,Cranbourne,5,2555,1,6,25.3,13.6,0,14.4,0,3:05.36,26.73,29.37,-0.8,-10.9
2024-02-10,H:cranbourne,Cranbourne,5,2555,2,3,14.0,8.6,0,9.8,0,3:04.51,26.77,28.9,-1.2,-4.2
2024-02-10,H:cranbourne,Cranbourne,5,2555,3,7,27.5,4.0,0,6.2,0,3:05.52,26.8,30.11,-2.2,-21.3
2024-02-10,H:cranbourne,Cranbourne,5,2555,4,10,70.6,6.2,1,16.8,2,3:08.73,27.3,32.43,-10.6,-53.8
2024-02-10,H:cranbourne,Cranbourne,5,2555,5,8,32.9,2.0,1,9.8,1,3:05.93,27.18,30.24,-7.8,-23.1
2024-02-10,H:cranbourne,Cranbourne,5,2555,6,2,9.4,9.6,2,7.0,2,3:04.17,26.52,28.77,2.6,-2.4
2024-02-10,H:cranbourne,Cranbourne,5,2555,7,4,16.6,0.0,0,0.0,0,3:04.71,26.66,29.78,0.0,-16.6
2024-02-10,H:cranbourne,Cranbourne,5,2555,8,9,65.7,11.6,1,17.2,3,3:08.37,26.97,32.05,-5.6,-48.5
2024-02-10,H:cranbourne,Cranbourne,5,2555,9,5,25.2,17.8,0,19.2,0,3:05.35,26.78,29.03,-1.4,-6.0
2024-02-10,H:cranbourne,Cranbourne,5,2555,10,1,0.0,5.4,2,2.2,1,3:03.47,26.49,28.44,3.2,2.2
2024-02-10,H:cranbourne,Cranbourne,6,1609,1,8,6.5,4.0,0,4.2,0,1:56.64,28.51,29.57,-0.2,-2.3
2024-02-10,H:cranbourne,Cranbourne,6,1609,2,7,6.3,17.4,2,12.6,2,1:56.62,28.16,28.94,4.8,6.3
2024-02-10,H:cranbourne,Cranbourne,6,1609,4,9,7.4,7.4,2,4.6,2,1:56.71,28.3,29.6,2.8,-2.8
2024-02-10,H:cranbourne,Cranbourne,6,1609,5,4,1.9,7.4,1,2.6,1,1:56.30,28.16,29.35,4.8,0.7
2024-02-10,H:cranbourne,Cranbourne,6,1609,6,1,0.0,0.0,0,0.0,0,1:56.20,28.5,29.4,0.0,0.0
2024-02-10,H:cranbourne,Cranbourne,6,1609,7,3,1.4,13.0,1,8.0,1,1:56.26,28.15,28.92,5.0,6.6
2024-02-10,H:cranbourne,Cranbourne,6,1609,8,10,11.7,8.2,0,10.4,0,1:57.03,28.66,29.5,-2.2,-1.3
2024-02-10,H:cranbourne,Cranbourne,6,1609,9,6,4.1,11.4,2,8.6,2,1:56.46,28.3,29.07,2.8,4.5
2024-02-10,H:cranbourne,Cranbourne,6,1609,10,2,1.2,12.6,0,14.8,0,1:56.24,28.67,28.41,-2.2,13.6
2024-02-10,H:cranbourne,Cranbourne,6,1609,11,5,2.6,20.4,1,13.0,1,1:56.34,27.98,28.64,7.4,10.4
2024-02-10,H:cranbourne,Cranbourne,7,2555,1,8,67.9,17.4,0,17.2,1,3:18.18,30.31,33.67,0.2,-50.7
2024-02-10,H:cranbourne,Cranbourne,7,2555,2,5,52.6,15.4,1,13.0,1,3:17.04,30.14,32.84,2.4,-39.6
2024-02-10,H:cranbourne,Cranbourne,7,2555,3,4,41.4,22.2,0,16.2,2,3:16.20,29.86,31.77,6.0,-25.2
2024-02-10,H:cranbourne,Cranbourne,7,2555,4,6,53.4,13.2,0,13.0,0,3:17.10,30.31,32.9,0.2,-40.4
2024-02-10,H:cranbourne,Cranbourne,7,2555,5,7,66.7,10.4,1,7.6,1,3:18.09,30.12,34.29,2.8,-59.1
2024-02-10,H:cranbourne,Cranbourne,7,2555,6,3,17.4,8.6,0,8.2,0,3:14.41,30.27,30.58,0.4,-9.2
2024-02-10,H:cranbourne,Cranbourne,7,2555,7,2,0.5,0.0,0,0.0,0,3:13.16,30.3,29.94,0.0,-0.5
2024-02-10,H:cranbourne,Cranbourne,7,2555,8,1,0.0,4.4,0,4.2,0,3:13.11,30.28,29.59,0.2,4.2
2024-02-10,H:cranbourne,Cranbourne,8,2080,1,6,14.3,8.0,0,10.6,0,2:36.82,28.38,28.96,-2.6,-3.7
2024-02-10,H:cranbourne,Cranbourne,8,2080,2,7,23.0,4.0,0,6.4,0,2:37.47,28.36,29.88,-2.4,-16.6
2024-02-10,H:cranbourne,Cranbourne,8,2080,3,3,6.4,4.6,1,3.0,1,2:36.23,28.08,28.94,1.6,-3.4
2024-02-10,H:cranbourne,Cranbourne,8,2080,4,8,30.8,12.6,1,13.6,1,2:38.05,28.26,29.93,-1.0,-17.2
2024-02-10,H:cranbourne,Cranbourne,8,2080,5,4,11.2,12.6,0,15.2,0,2:36.59,28.39,28.41,-2.6,4.0
2024-02-10,H:cranbourne,Cranbourne,8,2080,6,1,0.0,0.0,0,0.0,0,2:35.76,28.2,28.7,0.0,0.0
2024-02-10,H:cranbourne,Cranbourne,8,2080,7,5,13.5,17.6,0,18.2,1,2:36.76,28.25,28.36,-0.6,4.7
2024-02-10,H:cranbourne,Cranbourne,8,2080,8,2,2.7,8.6,1,7.2,1,2:35.96,28.1,28.38,1.4,4.5
2024-02-10,H:cranbourne,Cranbourne,9,1609,1,2,1.9,0.0,0,0.0,0,2:02.87,30.4,29.54,0.0,-1.9
2024-02-10,H:cranbourne,Cranbourne,9,1609,2,6,9.7,8.4,0,9.4,0,2:03.45,30.47,29.42,-1.0,-0.3
2024-02-10,H:cranbourne,Cranbourne,9,1609,3,3,2.9,4.2,0,4.6,0,2:02.95,30.43,29.28,-0.4,1.7
2024-02-10,H:cranbourne,Cranbourne,9,1609,4,7,19.4,7.6,1,8.8,1,2:04.18,30.5,30.17,-1.2,-10.6
2024-02-10,H:cranbourne,Cranbourne,9,1609,5,3,2.9,11.8,1,9.4,2,2:02.95,30.21,28.92,2.4,6.5
2024-02-10,H:cranbourne,Cranbourne,9,1609,6,5,4.3,16.6,1,14.6,2,2:03.05,30.24,28.65,2.0,10.3
2024-02-10,H:cranbourne,Cranbourne,9,1609,7,1,0.0,3.6,1,3.0,1,2:02.70,30.35,29.18,0.6,3.0
2024-02-12,H:maryborough,Maryborough,1,1690,1,4,11.4,4.0,0,5.4,0,2:06.76,29.61,29.33,-1.4,-6.0
2024-02-12,H:maryborough,Maryborough,1,1690,3,2,9.2,5.6,1,5.4,1,2:06.60,29.49,29.17,0.2,-3.8
2024-02-12,H:maryborough,Maryborough,1,1690,5,1,0.0,1.4,1,0.0,1,2:05.90,29.4,28.9,1.4,0.0
2024-02-12,H:maryborough,Maryborough,1,1690,6,5,14.0,0.0,0,0.0,0,2:06.96,29.51,29.91,0.0,-14.0
2024-02-12,H:maryborough,Maryborough,1,1690,7,6,18.8,14.8,1,14.4,1,2:07.33,29.47,29.22,0.4,-4.4
2024-02-12,H:maryborough,Maryborough,1,1690,8,7,20.0,8.2,0,10.4,0,2:07.42,29.67,29.59,-2.2,-9.6
2024-02-12,H:maryborough,Maryborough,1,1690,9,3,10.6,10.4,1,9.8,1,2:06.70,29.46,28.96,0.6,-0.8
2024-02-12,H:maryborough,Maryborough,2,1690,1,5,24.6,18.0,0,20.6,0,2:08.16,29.69,30.7,-2.6,-4.0
2024-02-12,H:maryborough,Maryborough,2,1690,2,2,6.9,8.6,0,9.4,0,2:06.75,29.56,30.21,-0.8,2.5
2024-02-12,H:maryborough,Maryborough,2,1690,3,9,67.0,45.0,0,48.0,0,2:11.53,29.7,31.84,-3.0,-19.0
2024-02-12,H:maryborough,Maryborough,2,1690,4,1,0.0,13.4,0,4.8,1,2:06.20,28.87,30.04,8.6,4.8
2024-02-12,H:maryborough,Maryborough,2,1690,5,7,28.6,4.4,0,4.8,0,2:08.48,29.5,32.2,-0.4,-23.8
2024-02-12,H:maryborough,Maryborough,2,1690,6,8,42.8,30.4,0,39.6,0,2:09.61,30.18,30.64,-9.2,-3.2
2024-02-12,H:maryborough,Maryborough,2,1690,7,3,9.9,0.0,0,0.0,0,2:06.99,29.49,31.15,0.0,-9.9
2024-02-12,H:maryborough,Maryborough,2,1690,9,6,27.3,25.8,0,27.2,0,2:08.37,29.6,30.41,-1.4,-0.1
2024-02-12,H:maryborough,Maryborough,2,1690,11,4,21.7,30.0,1,25.4,1,2:07.93,29.16,30.12,4.6,3.7
2024-02-12,H:maryborough,Maryborough,3,1690,1,2,0.4,3.8,0,6.8,0,2:06.23,29.61,28.24,-3.0,6.4
2024-02-12,H:maryborough,Maryborough,3,1690,2,4,3.1,5.6,1,7.4,2,2:06.43,29.53,28.39,-1.8,4.3
2024-02-12,H:maryborough,Maryborough,3,1690,3,3,0.5,0.0,0,0.0,0,2:06.24,29.4,28.74,0.0,-0.5
2024-02-12,H:maryborough,Maryborough,3,1690,5,5,3.4,9.6,1,10.0,1,2:06.46,29.42,28.23,-0.4,6.6
2024-02-12,H:maryborough,Maryborough,3,1690,6,6,9.6,1.4,1,3.6,1,2:06.92,29.56,29.13,-2.2,-6.0
2024-02-12,H:maryborough,Maryborough,3,1690,8,7,9.7,8.0,0,11.2,0,2:06.93,29.63,28.59,-3.2,1.5
2024-02-12,H:maryborough,Maryborough,3,1690,9,1,0.0,13.4,1,15.0,1,2:06.20,29.5,27.63,-1.6,15.0
